"studyID","speciesID","observedSex","captureYear","minimumAge","n"
"ROU-1","PARMAJ","M",2000,0,3
"ROU-1","PARMAJ","M",2000,1,22
"ROU-1","PARMAJ","M",2000,2,5
"ROU-1","PARMAJ","M",2000,3,1
"ROU-1","PARMAJ","M",2000,5,2
"ROU-1","PARMAJ","M",2001,0,3
"ROU-1","PARMAJ","M",2001,1,8
"ROU-1","PARMAJ","M",2001,2,2
"ROU-1","PARMAJ","M",2001,3,1
"ROU-1","PARMAJ","M",2002,1,4
"ROU-1","PARMAJ","M",2002,2,4
"ROU-1","PARMAJ","M",2002,3,2
"ROU-1","PARMAJ","M",2002,4,1
"ROU-1","PARMAJ","M",2003,0,2
"ROU-1","PARMAJ","M",2003,1,5
"ROU-1","PARMAJ","M",2003,3,1
"ROU-1","PARMAJ","M",2004,1,9
"ROU-1","PARMAJ","M",2004,2,1
"ROU-1","PARMAJ","M",2005,1,9
"ROU-1","PARMAJ","M",2005,5,1
"ROU-1","PARMAJ","M",2006,0,2
"ROU-1","PARMAJ","M",2006,1,5
"ROU-1","PARMAJ","M",2006,2,1
"ROU-1","PARMAJ","M",2006,3,1
"ROU-1","PARMAJ","M",2007,1,6
"ROU-1","PARMAJ","M",2008,1,12
"ROU-1","PARMAJ","M",2008,2,2
"ROU-1","PARMAJ","M",2008,3,1
"ROU-1","PARMAJ","M",2009,0,3
"ROU-1","PARMAJ","M",2009,1,13
"ROU-1","PARMAJ","M",2009,2,1
"ROU-1","PARMAJ","M",2009,3,1
"ROU-1","PARMAJ","M",2010,0,1
"ROU-1","PARMAJ","M",2010,1,7
"ROU-1","PARMAJ","M",2010,4,1
"ROU-1","PARMAJ","M",2011,1,2
"ROU-1","PARMAJ","M",2012,0,2
"ROU-1","PARMAJ","M",2012,1,9
"ROU-1","PARMAJ","M",2012,3,1
"ROU-1","PARMAJ","M",2012,5,1
"ROU-1","PARMAJ","M",2013,0,1
"ROU-1","PARMAJ","M",2013,1,12
"ROU-1","PARMAJ","M",2013,2,2
"ROU-1","PARMAJ","M",2013,4,1
"ROU-1","PARMAJ","M",2014,0,5
"ROU-1","PARMAJ","M",2014,1,22
"ROU-1","PARMAJ","M",2014,2,2
"ROU-1","PARMAJ","M",2015,1,14
"ROU-1","PARMAJ","M",2015,2,10
"ROU-1","PARMAJ","M",2015,3,1
"ROU-1","PARMAJ","M",2016,1,14
"ROU-1","PARMAJ","M",2016,2,5
"ROU-1","PARMAJ","M",2016,3,2
"ROU-1","PARMAJ","M",2017,0,4
"ROU-1","PARMAJ","M",2017,1,25
"ROU-1","PARMAJ","M",2017,2,5
"ROU-1","PARMAJ","M",2017,3,2
"ROU-1","PARMAJ","M",2017,4,2
"ROU-1","PARMAJ","M",2018,0,1
"ROU-1","PARMAJ","M",2018,1,17
"ROU-1","PARMAJ","M",2018,2,12
"ROU-1","PARMAJ","M",2018,3,1
"ROU-1","PARMAJ","M",2018,4,1
"ROU-1","PARMAJ","M",2018,5,1
"ROU-1","PARMAJ","M",2019,0,6
"ROU-1","PARMAJ","M",2019,1,19
"ROU-1","PARMAJ","M",2019,2,2
"ROU-1","PARMAJ","M",2019,3,3
"ROU-1","PARMAJ","M",2019,4,1
"ROU-1","PARMAJ","M",2019,6,1
"ROU-1","PARMAJ","M",2020,0,4
"ROU-1","PARMAJ","M",2020,1,29
"ROU-1","PARMAJ","M",2020,2,3
"ROU-1","PARMAJ","M",2020,4,2
"ROU-1","PARMAJ","M",2021,0,2
"ROU-1","PARMAJ","M",2021,1,35
"ROU-1","PARMAJ","M",2021,2,6
"ROU-1","PARMAJ","M",2021,3,4
"ROU-1","PARMAJ","M",2021,5,1
"ROU-1","PARMAJ","M",2022,0,2
"ROU-1","PARMAJ","M",2022,1,33
"ROU-1","PARMAJ","M",2022,2,9
"ROU-1","PARMAJ","M",2022,3,5
"ROU-1","PARMAJ","M",2022,5,1
"ROU-1","PARMAJ","M",2022,6,1
"ROU-1","PARMAJ","M",2023,0,5
"ROU-1","PARMAJ","M",2023,1,22
"ROU-1","PARMAJ","M",2023,2,7
"ROU-1","PARMAJ","M",2023,3,1
"ROU-1","PARMAJ","M",2024,0,2
"ROU-1","PARMAJ","M",2024,1,29
"ROU-1","PARMAJ","M",2024,2,6
"ROU-1","PARMAJ","M",2024,3,2
"ROU-1","PARMAJ","M",2024,4,2
"ROU-1","PARMAJ","M",2024,5,1
"ROU-1","PARMAJ","M",2025,1,3
"ROU-1","PARMAJ","M",2025,3,1
"ROU-1","PARMAJ","U",1996,,2
"ROU-1","PARMAJ","U",2020,1,1
"ROU-1","PARMAJ","U",2021,1,1
"ROU-1","PARMAJ",,1991,0,17
"ROU-1","PARMAJ",,1991,,1
"ROU-1","PARMAJ",,1992,0,73
"ROU-1","PARMAJ",,1992,,5
"ROU-1","PARMAJ",,1993,0,47
"ROU-1","PARMAJ",,1993,,24
"ROU-1","PARMAJ",,1994,0,96
"ROU-1","PARMAJ",,1994,,7
"ROU-1","PARMAJ",,1995,0,155
"ROU-1","PARMAJ",,1995,,11
"ROU-1","PARMAJ",,1996,0,182
"ROU-1","PARMAJ",,1997,0,217
"ROU-1","PARMAJ",,1997,,12
"ROU-1","PARMAJ",,1998,0,87
"ROU-1","PARMAJ",,1999,0,130
"ROU-1","PARMAJ",,2000,0,335
"ROU-1","PARMAJ",,2001,0,155
"ROU-1","PARMAJ",,2002,0,140
"ROU-1","PARMAJ",,2003,0,153
"ROU-1","PARMAJ",,2004,0,126
"ROU-1","PARMAJ",,2005,0,226
"ROU-1","PARMAJ",,2006,0,116
"ROU-1","PARMAJ",,2007,0,99
"ROU-1","PARMAJ",,2008,0,116
"ROU-1","PARMAJ",,2009,0,36
"ROU-1","PARMAJ",,2010,0,93
"ROU-1","PARMAJ",,2011,0,133
"ROU-1","PARMAJ",,2012,0,106
"ROU-1","PARMAJ",,2012,,27
"ROU-1","PARMAJ",,2013,0,145
"ROU-1","PARMAJ",,2014,0,277
"ROU-1","PARMAJ",,2015,0,202
"ROU-1","PARMAJ",,2016,0,160
"ROU-1","PARMAJ",,2017,0,257
"ROU-1","PARMAJ",,2018,0,359
"ROU-1","PARMAJ",,2019,0,307
"ROU-1","PARMAJ",,2020,0,371
"ROU-1","PARMAJ",,2021,0,347
"ROU-1","PARMAJ",,2022,0,403
"ROU-1","PARMAJ",,2023,0,380
"ROU-1","PARMAJ",,2023,1,1
"ROU-1","PARMAJ",,2024,0,338
"ROU-1","PARMAJ",,2025,3,1
"STR-1","CYACAE","F",2019,1,1
"STR-1","CYACAE","M",2019,1,1
"STR-1","PARMAJ","F",2015,1,3
"STR-1","PARMAJ","F",2016,1,2
"STR-1","PARMAJ","F",2018,0,1
"STR-1","PARMAJ","F",2018,1,21
"STR-1","PARMAJ","F",2018,4,1
"STR-1","PARMAJ","F",2019,0,2
"STR-1","PARMAJ","F",2019,1,32
"STR-1","PARMAJ","F",2020,1,1
"STR-1","PARMAJ","F",2021,1,20
"STR-1","PARMAJ","F",2021,3,3
"STR-1","PARMAJ","F",2021,4,2
"STR-1","PARMAJ","F",2022,1,20
"STR-1","PARMAJ","F",2022,4,1
"STR-1","PARMAJ","F",2023,0,2
"STR-1","PARMAJ","F",2023,1,27
"STR-1","PARMAJ","F",2023,2,7
"STR-1","PARMAJ","F",2023,3,1
"STR-1","PARMAJ","F",2023,5,1
"STR-1","PARMAJ","F",2023,6,1
"STR-1","PARMAJ","M",2015,1,3
"STR-1","PARMAJ","M",2016,0,1
"STR-1","PARMAJ","M",2016,1,1
"STR-1","PARMAJ","M",2018,1,11
"STR-1","PARMAJ","M",2019,1,37
"STR-1","PARMAJ","M",2021,1,16
"STR-1","PARMAJ","M",2021,2,1
"STR-1","PARMAJ","M",2021,3,6
"STR-1","PARMAJ","M",2021,4,1
"STR-1","PARMAJ","M",2022,0,1
"STR-1","PARMAJ","M",2022,1,16
"STR-1","PARMAJ","M",2022,4,4
"STR-1","PARMAJ","M",2022,5,1
"STR-1","PARMAJ","M",2023,1,24
"STR-1","PARMAJ","M",2023,2,3
"STR-1","PARMAJ","M",2023,5,2
"STR-1","PARMAJ","U",2014,0,7
"STR-1","PARMAJ","U",2015,0,14
"STR-1","PARMAJ","U",2016,0,11
"STR-1","PARMAJ","U",2017,0,54
"STR-1","PARMAJ","U",2018,0,156
"STR-1","PARMAJ","U",2019,0,159
"STR-1","PARMAJ","U",2020,0,70
"STR-1","PARMAJ","U",2021,0,161
"STR-1","PARMAJ","U",2022,0,183
"STR-1","PARMAJ","U",2023,0,255
"STR-1","PARMAJ","U",2023,1,1
"WAN-1","CYACAE","U",2015,0,1
"WAN-1","PARMAJ","F",2015,1,18
"WAN-1","PARMAJ","F",2016,0,3
"WAN-1","PARMAJ","F",2016,1,13
"WAN-1","PARMAJ","F",2016,2,2
"WAN-1","PARMAJ","F",2017,0,2
"WAN-1","PARMAJ","F",2017,1,3
"WAN-1","PARMAJ","F",2017,3,1
"WAN-1","PARMAJ","F",2018,0,1
"WAN-1","PARMAJ","F",2018,1,7
"WAN-1","PARMAJ","F",2018,2,1
"WAN-1","PARMAJ","F",2019,1,33
"WAN-1","PARMAJ","F",2019,2,2
"WAN-1","PARMAJ","F",2019,3,1
"WAN-1","PARMAJ","F",2020,1,1
"WAN-1","PARMAJ","F",2020,3,1
"WAN-1","PARMAJ","F",2021,1,28
"WAN-1","PARMAJ","F",2021,3,4
"WAN-1","PARMAJ","F",2022,0,1
"WAN-1","PARMAJ","F",2022,1,20
"WAN-1","PARMAJ","F",2022,2,2
"WAN-1","PARMAJ","F",2023,0,2
"WAN-1","PARMAJ","F",2023,1,22
"WAN-1","PARMAJ","F",2023,2,1
"WAN-1","PARMAJ","M",2015,1,14
"WAN-1","PARMAJ","M",2016,1,6
"WAN-1","PARMAJ","M",2016,2,2
"WAN-1","PARMAJ","M",2018,1,6
"WAN-1","PARMAJ","M",2019,1,29
"WAN-1","PARMAJ","M",2019,2,4
"WAN-1","PARMAJ","M",2019,3,1
"WAN-1","PARMAJ","M",2021,1,22
"WAN-1","PARMAJ","M",2022,1,19
"WAN-1","PARMAJ","M",2022,2,3
"WAN-1","PARMAJ","M",2023,0,2
"WAN-1","PARMAJ","M",2023,1,10
"WAN-1","PARMAJ","M",2023,2,1
"WAN-1","PARMAJ","M",2023,3,1
"WAN-1","PARMAJ","U",2014,0,108
"WAN-1","PARMAJ","U",2015,0,177
"WAN-1","PARMAJ","U",2016,0,175
"WAN-1","PARMAJ","U",2017,0,280
"WAN-1","PARMAJ","U",2018,0,92
"WAN-1","PARMAJ","U",2019,0,244
"WAN-1","PARMAJ","U",2020,0,64
"WAN-1","PARMAJ","U",2021,0,245
"WAN-1","PARMAJ","U",2022,0,249
"WAN-1","PARMAJ","U",2023,0,195
